일자,시각,1시간평균 미세먼지농도(㎍/㎥)
2019-08-17,20,
2019-08-17,21,26.0
2019-08-17,22,25.0
2019-08-17,23,24.0
2019-08-18,0,21.0
2019-08-18,1,20.0
2019-08-18,2,24.0
2019-08-18,3,22.0
2019-08-18,4,41.0
2019-08-18,5,27.0
2019-08-18,6,25.0
2019-08-18,7,18.0
2019-08-18,8,23.0
2019-08-18,9,21.0
2019-08-18,10,20.0
2019-08-18,11,18.0
2019-08-18,12,20.0
2019-08-18,13,19.0
2019-08-18,14,19.0
2019-08-18,15,28.0
2019-08-18,16,20.0
2019-08-18,17,31.0
2019-08-18,18,31.0
2019-08-18,19,25.0
2019-08-18,20,31.0
2019-08-18,21,29.0
2019-08-18,22,30.0
2019-08-18,23,19.0
2019-08-19,0,16.0
2019-08-19,1,19.0
2019-08-19,2,23.0
2019-08-19,3,26.0
2019-08-19,4,18.0
2019-08-19,5,20.0
2019-08-19,6,22.0
2019-08-19,7,20.0
2019-08-19,8,18.0
2019-08-19,9,18.0
2019-08-19,10,19.0
2019-08-19,11,23.0
2019-08-19,12,18.0
2019-08-19,13,28.0
2019-08-19,14,23.0
2019-08-19,15,19.0
2019-08-19,16,28.0
2019-08-19,17,26.0
2019-08-19,18,25.0
2019-08-19,19,27.0
2019-08-19,20,33.0
2019-08-19,21,34.0
2019-08-19,22,31.0
2019-08-19,23,28.0
2019-08-20,0,25.0
2019-08-20,1,22.0
2019-08-20,2,17.0
2019-08-20,3,26.0
2019-08-20,4,24.0
2019-08-20,5,26.0
2019-08-20,6,23.0
2019-08-20,7,21.0
2019-08-20,8,30.0
2019-08-20,9,20.0
2019-08-20,10,23.0
2019-08-20,11,27.0
2019-08-20,12,22.0
2019-08-20,13,28.0
2019-08-20,14,33.0
2019-08-20,15,31.0
2019-08-20,16,35.0
2019-08-20,17,35.0
2019-08-20,18,35.0
2019-08-20,19,32.0
2019-08-20,20,42.0
2019-08-20,21,35.0
2019-08-20,22,27.0
2019-08-20,23,28.0
2019-08-21,0,21.0
2019-08-21,1,24.0
2019-08-21,2,28.0
2019-08-21,3,23.0
2019-08-21,4,19.0
2019-08-21,5,19.0
2019-08-21,6,24.0
2019-08-21,7,25.0
2019-08-21,8,18.0
2019-08-21,9,19.0
2019-08-21,10,21.0
2019-08-21,11,19.0
2019-08-21,12,28.0
2019-08-21,13,43.0
2019-08-21,14,44.0
2019-08-21,15,46.0
2019-08-21,16,37.0
2019-08-21,17,42.0
2019-08-21,18,50.0
2019-08-21,19,51.0
2019-08-21,20,56.0
2019-08-21,21,62.0
2019-08-21,22,59.0
2019-08-21,23,49.0
2019-08-22,0,36.0
2019-08-22,1,36.0
2019-08-22,2,50.0
2019-08-22,3,66.0
2019-08-22,4,49.0
2019-08-22,5,38.0
2019-08-22,6,36.0
2019-08-22,7,32.0
2019-08-22,8,28.0
2019-08-22,9,51.0
2019-08-22,10,21.0
2019-08-22,11,28.0
2019-08-22,12,46.0
2019-08-22,13,33.0
2019-08-22,14,29.0
2019-08-22,15,33.0
2019-08-22,16,30.0
2019-08-22,17,32.0
2019-08-22,18,38.0
2019-08-22,19,52.0
2019-08-22,20,34.0
2019-08-22,21,50.0
2019-08-22,22,50.0
2019-08-22,23,31.0
2019-08-23,0,20.0
2019-08-23,1,24.0
2019-08-23,2,37.0
2019-08-23,3,41.0
2019-08-23,4,40.0
2019-08-23,5,32.0
2019-08-23,6,29.0
2019-08-23,7,25.0
2019-08-23,8,27.0
2019-08-23,9,27.0
2019-08-23,10,40.0
2019-08-23,11,46.0
2019-08-23,12,31.0
2019-08-23,13,
2019-08-23,14,
2019-08-23,15,31.0
2019-08-23,16,17.0
2019-08-23,17,20.0
2019-08-23,18,26.0
2019-08-23,19,34.0
2019-08-23,20,23.0
2019-08-23,21,33.0
2019-08-23,22,34.0
2019-08-23,23,19.0
2019-08-24,0,17.0
2019-08-24,1,19.0
2019-08-24,2,15.0
2019-08-24,3,13.0
2019-08-24,4,25.0
2019-08-24,5,22.0
2019-08-24,6,17.0
2019-08-24,7,15.0
2019-08-24,8,16.0
2019-08-24,9,20.0
2019-08-24,10,17.0
2019-08-24,11,17.0
2019-08-24,12,27.0
2019-08-24,13,30.0
2019-08-24,14,44.0
2019-08-24,15,34.0
2019-08-24,16,27.0
2019-08-24,17,20.0
2019-08-24,18,14.0
2019-08-24,19,21.0
2019-08-24,20,41.0
2019-08-24,21,22.0
2019-08-24,22,22.0
2019-08-24,23,20.0
2019-08-25,0,16.0
2019-08-25,1,15.0
2019-08-25,2,9.0
2019-08-25,3,20.0
2019-08-25,4,18.0
2019-08-25,5,20.0
2019-08-25,6,24.0
2019-08-25,7,21.0
2019-08-25,8,26.0
2019-08-25,9,24.0
2019-08-25,10,18.0
2019-08-25,11,12.0
2019-08-25,12,12.0
2019-08-25,13,11.0
2019-08-25,14,21.0
2019-08-25,15,22.0
2019-08-25,16,26.0
2019-08-25,17,25.0
2019-08-25,18,24.0
2019-08-25,19,19.0
2019-08-25,20,14.0
2019-08-25,21,27.0
2019-08-25,22,22.0
2019-08-25,23,17.0
2019-08-26,0,17.0
2019-08-26,1,16.0
2019-08-26,2,27.0
2019-08-26,3,29.0
2019-08-26,4,25.0
2019-08-26,5,20.0
2019-08-26,6,19.0
2019-08-26,7,21.0
2019-08-26,8,27.0
2019-08-26,9,33.0
2019-08-26,10,32.0
2019-08-26,11,22.0
2019-08-26,12,18.0
2019-08-26,13,14.0
2019-08-26,14,25.0
2019-08-26,15,26.0
2019-08-26,16,20.0
2019-08-26,17,34.0
2019-08-26,18,30.0
2019-08-26,19,37.0
2019-08-26,20,53.0
2019-08-26,21,41.0
2019-08-26,22,37.0
2019-08-26,23,25.0
2019-08-27,0,25.0
2019-08-27,1,26.0
2019-08-27,2,32.0
2019-08-27,3,41.0
2019-08-27,4,41.0
2019-08-27,5,41.0
2019-08-27,6,33.0
2019-08-27,7,13.0
2019-08-27,8,24.0
2019-08-27,9,33.0
2019-08-27,10,23.0
2019-08-27,11,9.0
2019-08-27,12,16.0
2019-08-27,13,7.0
2019-08-27,14,21.0
2019-08-27,15,28.0
2019-08-27,16,30.0
2019-08-27,17,18.0
2019-08-27,18,31.0
2019-08-27,19,33.0
2019-08-27,20,41.0
2019-08-27,21,40.0
2019-08-27,22,42.0
2019-08-27,23,33.0
2019-08-28,0,30.0
2019-08-28,1,21.0
2019-08-28,2,24.0
2019-08-28,3,32.0
2019-08-28,4,36.0
2019-08-28,5,26.0
2019-08-28,6,23.0
2019-08-28,7,18.0
2019-08-28,8,23.0
2019-08-28,9,30.0
2019-08-28,10,27.0
2019-08-28,11,25.0
2019-08-28,12,31.0
2019-08-28,13,36.0
2019-08-28,14,29.0
2019-08-28,15,
2019-09-02,14,
2019-09-02,15,25.0
2019-09-02,16,29.0
2019-09-02,17,27.0
2019-09-02,18,24.0
2019-09-02,19,20.0
2019-09-02,20,21.0
2019-09-02,21,22.0
2019-09-02,22,22.0
2019-09-02,23,26.0
2019-09-03,0,28.0
2019-09-03,1,25.0
2019-09-03,2,32.0
2019-09-03,3,26.0
2019-09-03,4,22.0
2019-09-03,5,31.0
2019-09-03,6,27.0
2019-09-03,7,26.0
2019-09-03,8,27.0
2019-09-03,9,39.0
2019-09-03,10,23.0
2019-09-03,11,13.0
2019-09-03,12,36.0
2019-09-03,13,17.0
2019-09-03,14,41.0
2019-09-03,15,39.0
2019-09-03,16,21.0
2019-09-03,17,34.0
2019-09-03,18,22.0
2019-09-03,19,16.0
2019-09-03,20,20.0
2019-09-03,21,13.0
2019-09-03,22,8.0
2019-09-03,23,
2019-09-04,0,6.0
2019-09-04,1,
2019-09-04,2,4.0
2019-09-04,3,5.0
2019-09-04,4,3.0
2019-09-04,5,6.0
2019-09-04,6,6.0
2019-09-04,7,5.0
2019-09-04,8,11.0
2019-09-04,9,7.0
2019-09-04,10,10.0
2019-09-04,11,10.0
2019-09-04,12,8.0
2019-09-04,13,5.0
2019-09-04,14,9.0
2019-09-04,15,9.0
2019-09-04,16,11.0
2019-09-04,17,17.0
2019-09-04,18,19.0
2019-09-04,19,
2019-09-04,21,
2019-09-04,22,5.0
2019-09-04,23,10.0
2019-09-05,0,18.0
2019-09-05,1,19.0
2019-09-05,2,11.0
2019-09-05,3,20.0
2019-09-05,4,9.0
2019-09-05,5,6.0
2019-09-05,6,8.0
2019-09-05,7,7.0
2019-09-05,8,9.0
2019-09-05,9,13.0
2019-09-05,10,
2019-09-05,11,12.0
2019-09-05,12,16.0
2019-09-05,13,10.0
2019-09-05,14,
2019-09-05,16,
2019-09-05,17,
2019-09-05,18,
2019-09-05,19,
2019-09-05,20,6.0
2019-09-05,21,5.0
2019-09-05,22,6.0
2019-09-05,23,6.0
2019-09-06,0,9.0
2019-09-06,1,
2019-09-06,2,7.0
2019-09-06,3,6.0
2019-09-06,4,4.0
2019-09-06,5,4.0
2019-09-06,6,5.0
2019-09-06,7,6.0
2019-09-06,8,5.0
2019-09-06,9,10.0
2019-09-06,10,17.0
2019-09-06,11,8.0
2019-09-06,12,11.0
2019-09-06,13,14.0
2019-09-06,14,14.0
2019-09-06,15,38.0
2019-09-06,16,45.0
2019-09-06,17,54.0
2019-09-06,18,35.0
2019-09-06,19,25.0
2019-09-06,20,24.0
2019-09-06,21,20.0
2019-09-06,22,30.0
2019-09-06,23,28.0
2019-09-07,0,20.0
2019-09-07,1,16.0
2019-09-07,2,10.0
2019-09-07,3,12.0
2019-09-07,4,8.0
2019-09-07,5,8.0
2019-09-07,6,4.0
2019-09-07,7,5.0
2019-09-07,8,3.0
2019-09-07,9,7.0
2019-09-07,10,7.0
2019-09-07,11,6.0
2019-09-07,12,7.0
2019-09-07,13,11.0
2019-09-07,14,
2019-09-07,15,6.0
2019-09-07,16,28.0
2019-09-07,17,29.0
2019-09-07,18,10.0
2019-09-07,19,10.0
2019-09-07,20,14.0
2019-09-07,21,12.0
2019-09-07,22,7.0
2019-09-07,23,12.0
2019-09-08,0,15.0
2019-09-08,1,11.0
2019-09-08,2,12.0
2019-09-08,3,17.0
2019-09-08,4,20.0
2019-09-08,5,30.0
2019-09-08,6,30.0
2019-09-08,7,46.0
2019-09-08,8,51.0
2019-09-08,9,30.0
2019-09-08,10,20.0
2019-09-08,11,15.0
2019-09-08,12,38.0
2019-09-08,13,27.0
2019-09-08,14,30.0
2019-09-08,15,30.0
2019-09-08,16,39.0
2019-09-08,17,54.0
2019-09-08,18,59.0
2019-09-08,19,50.0
2019-09-08,20,46.0
2019-09-08,21,43.0
2019-09-08,22,39.0
2019-09-08,23,52.0
2019-09-09,0,55.0
2019-09-09,1,48.0
2019-09-09,2,41.0
2019-09-09,3,39.0
2019-09-09,4,34.0
2019-09-09,5,34.0
2019-09-09,6,53.0
2019-09-09,7,50.0
2019-09-09,8,44.0
2019-09-09,9,42.0
2019-09-09,10,46.0
2019-09-09,11,51.0
2019-09-09,12,58.0
2019-09-09,13,26.0
2019-09-09,14,20.0
2019-09-09,15,39.0
2019-09-09,16,47.0
2019-09-09,17,17.0
2019-09-09,18,29.0
2019-09-09,19,21.0
2019-09-09,20,14.0
2019-09-09,21,21.0
2019-09-09,22,15.0
2019-09-09,23,25.0
2019-09-10,0,19.0
2019-09-10,1,22.0
2019-09-10,2,17.0
2019-09-10,3,16.0
2019-09-10,4,15.0
2019-09-10,5,25.0
2019-09-10,6,17.0
2019-09-10,7,13.0
2019-09-10,8,9.0
2019-09-10,9,10.0
2019-09-10,10,8.0
2019-09-10,11,18.0
2019-09-10,12,
2019-09-10,13,10.0
2019-09-10,14,24.0
2019-09-10,15,27.0
2019-09-10,16,24.0
2019-09-10,17,18.0
2019-09-10,18,29.0
2019-09-10,19,17.0
2019-09-10,20,20.0
2019-09-10,21,47.0
2019-09-10,22,
2019-09-10,23,
2019-09-11,0,24.0
2019-09-11,1,33.0
2019-09-11,2,25.0
2019-09-11,3,5.0
2019-09-11,4,
2019-09-11,5,5.0
2019-09-11,6,5.0
2019-09-11,7,4.0
2019-09-11,8,6.0
2019-09-11,9,15.0
2019-09-11,10,6.0
2019-09-11,11,20.0
2019-09-11,12,12.0
2019-09-11,13,17.0
2019-09-11,14,40.0
2019-09-11,15,27.0
2019-09-11,16,15.0
2019-09-11,17,28.0
2019-09-11,18,16.0
2019-09-11,19,13.0
2019-09-11,20,14.0
2019-09-11,21,10.0
2019-09-11,22,11.0
2019-09-11,23,25.0
2019-09-12,0,
2019-09-12,1,40.0
2019-09-12,2,26.0
2019-09-12,3,34.0
2019-09-12,4,45.0
2019-09-12,5,15.0
2019-09-12,6,16.0
2019-09-12,7,18.0
2019-09-12,8,14.0
2019-09-12,9,16.0
2019-09-12,10,20.0
2019-09-12,11,37.0
2019-09-12,12,21.0
2019-09-12,13,19.0
2019-09-12,14,75.0
2019-09-12,15,76.0
2019-09-12,16,57.0
2019-09-12,17,26.0
2019-09-12,18,21.0
2019-09-12,19,40.0
2019-09-12,20,35.0
2019-09-12,21,17.0
2019-09-12,22,20.0
2019-09-12,23,18.0
2019-09-13,0,18.0
2019-09-13,1,18.0
2019-09-13,2,16.0
2019-09-13,3,9.0
2019-09-13,4,12.0
2019-09-13,5,
2019-09-13,6,12.0
2019-09-13,7,10.0
2019-09-13,8,7.0
2019-09-13,9,3.0
2019-09-13,10,
2019-09-13,11,11.0
2019-09-13,12,22.0
2019-09-13,13,11.0
2019-09-13,14,11.0
2019-09-13,15,8.0
2019-09-13,16,40.0
2019-09-13,17,64.0
2019-09-13,18,13.0
2019-09-13,19,23.0
2019-09-13,20,32.0
2019-09-13,21,35.0
2019-09-13,22,22.0
2019-09-13,23,21.0
2019-09-14,0,20.0
2019-09-14,1,19.0
2019-09-14,2,20.0
2019-09-14,3,18.0
2019-09-14,4,15.0
2019-09-14,5,17.0
2019-09-14,6,11.0
2019-09-14,7,14.0
2019-09-14,8,12.0
2019-09-14,9,11.0
2019-09-14,10,13.0
2019-09-14,11,24.0
2019-09-14,12,10.0
2019-09-14,13,20.0
2019-09-14,14,32.0
2019-09-14,15,48.0
2019-09-14,16,30.0
2019-09-14,17,14.0
2019-09-14,18,32.0
2019-09-14,19,26.0
2019-09-14,20,27.0
2019-09-14,21,24.0
2019-09-14,22,27.0
2019-09-14,23,38.0
2019-09-15,0,49.0
2019-09-15,1,33.0
2019-09-15,2,24.0
2019-09-15,3,22.0
2019-09-15,4,7.0
2019-09-15,5,30.0
2019-09-15,6,34.0
2019-09-15,7,22.0
2019-09-15,8,
2019-09-15,9,
2019-09-15,10,
2019-09-15,11,
2019-09-15,12,6.0
2019-09-15,13,10.0
2019-09-15,14,13.0
2019-09-15,15,23.0
2019-09-15,16,22.0
2019-09-15,17,6.0
2019-09-15,18,24.0
2019-09-15,19,24.0
2019-09-15,20,13.0
2019-09-15,21,14.0
2019-09-15,22,8.0
2019-09-15,23,16.0
2019-09-16,0,8.0
2019-09-16,1,10.0
2019-09-16,2,6.0
2019-09-16,3,11.0
2019-09-16,4,8.0
2019-09-16,5,
2019-09-16,6,9.0
2019-09-16,7,9.0
2019-09-16,8,12.0
2019-09-16,9,14.0
2019-09-16,10,3.0
2019-09-16,11,7.0
2019-09-16,12,18.0
2019-09-16,13,12.0
2019-09-16,14,17.0
2019-09-16,15,14.0
2019-09-16,16,21.0
2019-09-16,17,12.0
2019-09-16,18,19.0
2019-09-16,19,18.0
2019-09-16,20,15.0
2019-09-16,21,18.0
2019-09-16,22,16.0
2019-09-16,23,18.0
2019-09-17,0,14.0
2019-09-17,1,10.0
2019-09-17,2,13.0
2019-09-17,3,12.0
2019-09-17,4,16.0
2019-09-17,5,18.0
2019-09-17,6,18.0
2019-09-17,7,14.0
2019-09-17,8,10.0
2019-09-17,9,12.0
2019-09-17,10,16.0
2019-09-17,11,16.0
2019-09-17,12,23.0
2019-09-17,13,23.0
2019-09-17,14,
2019-09-17,15,
2019-09-17,16,
2019-09-17,17,
2019-09-17,18,28.0
2019-09-17,19,30.0
2019-09-17,20,24.0
2019-09-17,21,20.0
2019-09-17,22,19.0
2019-09-17,23,17.0
2019-09-18,0,15.0
2019-09-18,1,20.0
2019-09-18,2,17.0
2019-09-18,3,19.0
2019-09-18,4,19.0
2019-09-18,5,24.0
2019-09-18,6,25.0
2019-09-18,7,24.0
2019-09-18,8,23.0
2019-09-18,9,21.0
2019-09-18,10,21.0
2019-09-18,11,17.0
2019-09-18,12,23.0
2019-09-18,13,27.0
2019-09-18,14,31.0
2019-09-18,15,33.0
2019-09-18,16,30.0
2019-09-18,17,
2019-09-18,18,
2019-09-18,19,36.0
2019-09-18,20,35.0
2019-09-18,21,35.0
2019-09-18,22,32.0
2019-09-18,23,22.0
2019-09-19,0,22.0
2019-09-19,1,18.0
2019-09-19,2,21.0
2019-09-19,3,21.0
2019-09-19,4,18.0
2019-09-19,5,22.0
2019-09-19,6,18.0
2019-09-19,7,18.0
2019-09-19,8,
2019-09-19,9,
2019-09-19,10,
2019-09-19,11,8.0
2019-09-19,12,24.0
2019-09-19,13,20.0
2019-09-19,14,22.0
2019-09-19,15,26.0
2019-09-19,16,25.0
2019-09-19,17,10.0
2019-09-19,18,22.0
2019-09-19,19,20.0
2019-09-19,20,18.0
2019-09-19,21,14.0
2019-09-19,22,20.0
2019-09-19,23,15.0
2019-09-20,0,21.0
2019-09-20,1,19.0
2019-09-20,2,18.0
2019-09-20,3,18.0
2019-09-20,4,22.0
2019-09-20,5,13.0
2019-09-20,6,20.0
2019-09-20,7,21.0
2019-09-20,8,23.0
2019-09-20,9,21.0
2019-09-20,10,29.0
2019-09-20,11,29.0
2019-09-20,12,9.0
2019-09-20,13,19.0
2019-09-20,14,15.0
2019-09-20,15,29.0
2019-09-20,16,47.0
2019-09-20,17,16.0
2019-09-20,18,11.0
2019-09-20,19,12.0
2019-09-20,20,17.0
2019-09-20,21,16.0
2019-09-20,22,14.0
2019-09-20,23,6.0
2019-09-21,0,11.0
2019-09-21,1,13.0
2019-09-21,2,11.0
2019-09-21,3,11.0
2019-09-21,4,9.0
2019-09-21,5,
2019-09-21,6,7.0
2019-09-21,7,7.0
2019-09-21,8,10.0
2019-09-21,9,19.0
2019-09-21,10,24.0
2019-09-21,11,31.0
2019-09-21,12,41.0
2019-09-21,13,21.0
2019-09-21,14,20.0
2019-09-21,15,22.0
2019-09-21,16,19.0
2019-09-21,17,
2019-09-21,18,
2019-09-21,19,
2019-09-21,20,
2019-09-21,21,
2019-09-21,22,
2019-09-21,23,
2019-09-22,0,
2019-09-22,1,
2019-09-22,2,
2019-09-22,3,
2019-09-22,4,
2019-09-22,5,
2019-09-22,6,
2019-09-22,7,
2019-09-22,8,
2019-09-22,9,
2019-09-22,10,
2019-09-22,11,
2019-09-22,12,
2019-09-22,13,
2019-09-22,14,
2019-09-22,15,
2019-09-22,16,
2019-09-22,17,
2019-09-22,18,
2019-09-22,19,
2019-09-22,20,
2019-09-22,21,
2019-09-22,22,
2019-09-22,23,
2019-09-23,0,
2019-09-23,1,
2019-09-23,2,
2019-09-23,3,
2019-09-23,4,
2019-09-23,5,
2019-09-23,6,
2019-09-23,7,
2019-09-23,8,
2019-09-23,9,
2019-09-23,10,
2019-09-23,11,
2019-09-23,12,
2019-09-23,13,
2019-09-23,14,
2019-09-23,15,
2019-09-23,16,
2019-09-23,17,28.0
2019-09-23,18,48.0
2019-09-23,19,30.0
2019-09-23,20,29.0
2019-09-23,21,42.0
2019-09-23,22,16.0
2019-09-23,23,19.0
2019-09-24,0,23.0
2019-09-24,1,18.0
2019-09-24,2,30.0
2019-09-24,3,19.0
2019-09-24,4,23.0
2019-09-24,5,18.0
2019-09-24,6,19.0
2019-09-24,7,19.0
2019-09-24,8,16.0
2019-09-24,9,16.0
2019-09-24,10,7.0
2019-09-24,11,25.0
2019-09-24,12,28.0
2019-09-24,13,18.0
2019-09-24,14,18.0
2019-09-24,15,19.0
2019-09-24,16,23.0
2019-09-24,17,25.0
2019-09-24,18,26.0
2019-09-24,19,27.0
2019-09-24,20,24.0
2019-09-24,21,21.0
2019-09-24,22,25.0
2019-09-24,23,21.0
2019-09-25,0,29.0
2019-09-25,1,25.0
2019-09-25,2,22.0
2019-09-25,3,20.0
2019-09-25,4,25.0
2019-09-25,5,20.0
2019-09-25,6,25.0
2019-09-25,7,26.0
2019-09-25,8,21.0
2019-09-25,9,19.0
2019-09-25,10,24.0
2019-09-25,11,38.0
2019-09-25,12,31.0
2019-09-25,13,29.0
2019-09-25,14,10.0
2019-09-25,15,18.0
2019-09-25,16,29.0
2019-09-25,17,35.0
2019-09-25,18,46.0
2019-09-25,19,53.0
2019-09-25,20,37.0
2019-09-25,21,41.0
2019-09-25,22,37.0
2019-09-25,23,48.0
2019-09-26,0,37.0
2019-09-26,1,34.0
2019-09-26,2,33.0
2019-09-26,3,32.0
2019-09-26,4,44.0
2019-09-26,5,42.0
2019-09-26,6,35.0
2019-09-26,7,33.0
2019-09-26,8,25.0
2019-09-26,9,23.0
2019-09-26,10,21.0
2019-09-26,11,42.0
2019-09-26,12,34.0
2019-09-26,13,30.0
2019-09-26,14,34.0
2019-09-26,15,23.0
2019-09-26,16,7.0
2019-09-26,17,22.0
2019-09-26,18,18.0
2019-09-26,19,16.0
2019-09-26,20,23.0
2019-09-26,21,23.0
2019-09-26,22,28.0
2019-09-26,23,25.0
2019-09-27,0,27.0
2019-09-27,1,26.0
2019-09-27,2,20.0
2019-09-27,3,20.0
2019-09-27,4,25.0
2019-09-27,5,15.0
2019-09-27,6,20.0
2019-09-27,7,16.0
2019-09-27,8,14.0
2019-09-27,9,14.0
2019-09-27,10,
2019-09-27,11,11.0
2019-09-27,12,22.0
2019-09-27,13,21.0
2019-09-27,14,18.0
2019-09-27,15,18.0
2019-09-27,16,13.0
2019-09-27,17,22.0
2019-09-27,18,21.0
2019-09-27,19,19.0
2019-09-27,20,22.0
2019-09-27,21,25.0
2019-09-27,22,30.0
2019-09-27,23,30.0
2019-09-28,0,29.0
2019-09-28,1,30.0
2019-09-28,2,27.0
2019-09-28,3,22.0
2019-09-28,4,32.0
2019-09-28,5,23.0
2019-09-28,6,22.0
2019-09-28,7,26.0
2019-09-28,8,20.0
2019-09-28,9,14.0
2019-09-28,10,23.0
2019-09-28,11,25.0
2019-09-28,12,27.0
2019-09-28,13,25.0
2019-09-28,14,23.0
2019-09-28,15,26.0
2019-09-28,16,26.0
2019-09-28,17,28.0
2019-09-28,18,29.0
2019-09-28,19,37.0
2019-09-28,20,39.0
2019-09-28,21,34.0
2019-09-28,22,31.0
2019-09-28,23,42.0
2019-09-29,0,38.0
2019-09-29,1,36.0
2019-09-29,2,37.0
2019-09-29,3,32.0
2019-09-29,4,36.0
2019-09-29,5,41.0
2019-09-29,6,40.0
2019-09-29,7,42.0
2019-09-29,8,32.0
2019-09-29,9,29.0
2019-09-29,10,26.0
2019-09-29,11,44.0
2019-09-29,12,33.0
2019-09-29,13,28.0
2019-09-29,14,27.0
2019-09-29,15,28.0
2019-09-29,16,32.0
2019-09-29,17,33.0
2019-09-29,18,30.0
2019-09-29,19,40.0
2019-09-29,20,57.0
2019-09-29,21,58.0
2019-09-29,22,57.0
2019-09-29,23,64.0
2019-09-30,0,55.0
2019-09-30,1,48.0
2019-09-30,2,41.0
2019-09-30,3,40.0
2019-09-30,4,54.0
2019-09-30,5,56.0
2019-09-30,6,60.0
2019-09-30,7,50.0
2019-09-30,8,41.0
2019-09-30,9,21.0
2019-09-30,10,17.0
2019-09-30,11,31.0
2019-09-30,12,34.0
2019-09-30,13,35.0
2019-09-30,14,29.0
2019-09-30,15,25.0
2019-09-30,16,35.0
2019-09-30,17,53.0
2019-09-30,18,65.0
2019-09-30,19,82.0
2019-09-30,20,88.0
2019-09-30,21,73.0
2019-09-30,22,71.0
2019-09-30,23,116.0
2019-10-01,0,75.0
2019-10-01,1,46.0
2019-10-01,2,43.0
2019-10-01,3,45.0
2019-10-01,4,50.0
2019-10-01,5,75.0
2019-10-01,6,73.0
2019-10-01,7,62.0
2019-10-01,8,54.0
2019-10-01,9,39.0
2019-10-01,10,50.0
2019-10-01,11,48.0
2019-10-01,12,27.0
2019-10-01,13,26.0
2019-10-01,14,31.0
2019-10-01,15,32.0
2019-10-01,16,29.0
2019-10-01,17,37.0
2019-10-01,18,40.0
2019-10-01,19,36.0
2019-10-01,20,38.0
2019-10-01,21,39.0
2019-10-01,22,32.0
2019-10-01,23,52.0
2019-10-02,0,51.0
2019-10-02,1,40.0
2019-10-02,2,37.0
2019-10-02,3,30.0
2019-10-02,4,51.0
2019-10-02,5,59.0
2019-10-02,6,40.0
2019-10-02,7,29.0
2019-10-02,8,22.0
2019-10-02,9,21.0
2019-10-02,10,22.0
2019-10-02,11,27.0
2019-10-02,12,24.0
2019-10-02,13,20.0
2019-10-02,14,20.0
2019-10-02,15,19.0
2019-10-02,16,17.0
2019-10-02,17,17.0
2019-10-02,18,12.0
2019-10-02,19,10.0
2019-10-02,20,10.0
2019-10-02,21,9.0
2019-10-02,22,6.0
2019-10-02,23,6.0
2019-10-03,0,5.0
2019-10-03,1,
2019-10-03,2,3.0
2019-10-03,3,6.0
2019-10-03,4,3.0
2019-10-03,5,3.0
2019-10-03,6,9.0
2019-10-03,7,
2019-10-03,8,8.0
2019-10-03,9,3.0
2019-10-03,10,7.0
2019-10-03,11,5.0
2019-10-03,12,
2019-10-03,13,4.0
2019-10-03,14,
2019-10-03,15,
2019-10-03,16,12.0
2019-10-03,17,5.0
2019-10-03,18,10.0
2019-10-03,19,20.0
2019-10-03,20,20.0
2019-10-03,21,15.0
2019-10-03,22,15.0
2019-10-03,23,24.0
2019-10-04,0,14.0
2019-10-04,1,17.0
2019-10-04,2,18.0
2019-10-04,3,18.0
2019-10-04,4,17.0
2019-10-04,5,14.0
2019-10-04,6,16.0
2019-10-04,7,17.0
2019-10-04,8,12.0
2019-10-04,9,6.0
2019-10-04,10,8.0
2019-10-04,11,12.0
2019-10-04,12,18.0
2019-10-04,13,21.0
2019-10-04,14,23.0
2019-10-04,15,29.0
2019-10-04,16,33.0
2019-10-04,17,31.0
2019-10-04,18,31.0
2019-10-04,19,29.0
2019-10-04,20,42.0
2019-10-04,21,56.0
2019-10-04,22,82.0
2019-10-04,23,85.0
2019-10-05,0,69.0
2019-10-05,1,48.0
2019-10-05,2,42.0
2019-10-05,3,41.0
2019-10-05,4,50.0
2019-10-05,5,63.0
2019-10-05,6,55.0
2019-10-05,7,47.0
2019-10-05,8,41.0
2019-10-05,9,44.0
2019-10-05,10,45.0
2019-10-05,11,38.0
2019-10-05,12,41.0
2019-10-05,13,30.0
2019-10-05,14,29.0
2019-10-05,15,30.0
2019-10-05,16,39.0
2019-10-05,17,28.0
2019-10-05,18,9.0
2019-10-05,19,11.0
2019-10-05,20,10.0
2019-10-05,21,8.0
2019-10-05,22,10.0
2019-10-05,23,
2019-10-06,0,
2019-10-06,1,10.0
2019-10-06,2,5.0
2019-10-06,3,8.0
2019-10-06,4,
2019-10-06,5,10.0
2019-10-06,6,13.0
2019-10-06,7,7.0
2019-10-06,8,6.0
2019-10-06,9,3.0
2019-10-06,10,
2019-10-06,11,
2019-10-06,12,
2019-10-06,13,5.0
2019-10-06,14,
2019-10-06,15,9.0
2019-10-06,16,8.0
2019-10-06,17,15.0
2019-10-06,18,16.0
2019-10-06,19,16.0
2019-10-06,20,18.0
2019-10-06,21,17.0
2019-10-06,22,27.0
2019-10-06,23,16.0
2019-10-07,0,15.0
2019-10-07,1,11.0
2019-10-07,2,17.0
2019-10-07,3,14.0
2019-10-07,4,17.0
2019-10-07,5,24.0
2019-10-07,6,20.0
2019-10-07,7,11.0
2019-10-07,8,17.0
2019-10-07,9,16.0
2019-10-07,10,9.0
2019-10-07,11,12.0
2019-10-07,12,15.0
